word,similarity,功能,过程,领域
上访,0.1405,合法性,司法,社会
马克,0.1405,合法性,司法,国际
国内外,0.1405,规范,立法,国际
不懈努力,0.1405,秩序,司法,国际
关键在于,0.1404,规范,守法,政治
普惠,0.1403,秩序,司法,经济
片面,0.1403,合法性,执法,政治
超越,0.1403,合法性,执法,国际
之所以,0.1402,合法性,守法,政治
领域,0.1402,规范,执法,科技
遏制,0.1402,秩序,执法,经济
餐饮,0.1402,规范,守法,环保
守卫,0.1401,秩序,执法,政治
全部,0.1401,规范,执法,环保
年底,0.1401,规范,执法,经济
两高,0.1401,规范,立法,环保
国际经贸,0.1401,秩序,司法,国际
公司,0.1401,规范,执法,环保
密切联系,0.14,秩序,司法,政治
跨国,0.14,秩序,执法,国际
更足,0.14,规范,司法,科技
持久,0.14,秩序,执法,社会
辩证,0.14,规范,守法,经济
只是,0.1398,规范,司法,环保
调控,0.1398,规范,执法,科技
万元,0.1397,规范,守法,环保
治网,0.1396,规范,守法,政治
整治,0.1396,规范,执法,环保
向上,0.1396,规范,守法,社会
示威者,0.1396,合法性,执法,环保
激进,0.1396,合法性,执法,政治
我,0.1394,秩序,执法,环保
日益,0.1394,秩序,司法,社会
落后,0.1394,秩序,守法,环保
成为,0.1394,秩序,守法,国际
新觉,0.1392,规范,司法,科技
头条,0.1392,规范,司法,社会
化,0.1392,规范,执法,环保
多元化,0.1392,规范,司法,社会
壮阔,0.1391,秩序,立法,科技
体育,0.1391,规范,立法,国际
不懈,0.1391,秩序,守法,科技
为我所用,0.139,秩序,立法,国际
顺利,0.139,规范,司法,国际
觉得,0.139,规范,守法,环保
层级,0.139,规范,执法,政治
折射出,0.1389,规范,司法,社会
考虑,0.1389,合法性,立法,经济
编辑,0.1389,规范,立法,国际
白皮书,0.1389,规范,司法,国际
智能,0.1388,规范,执法,环保
演讲,0.1388,秩序,执法,国际
新理念,0.1388,规范,立法,环保
心,0.1388,秩序,司法,政治
甘肃,0.1388,规范,司法,环保
电视,0.1388,规范,司法,国际
扣子,0.1387,规范,守法,政治
本国,0.1387,合法性,司法,国际
组合拳,0.1386,规范,执法,科技
迎来,0.1386,秩序,执法,国际
志愿者,0.1385,规范,执法,环保
此次,0.1385,规范,执法,国际
备受,0.1385,规范,执法,科技
乃至,0.1384,秩序,司法,国际
暨,0.1384,规范,司法,国际
大众,0.1384,规范,守法,国际
博弈,0.1384,秩序,执法,国际
情感,0.1383,合法性,司法,社会
狠抓,0.1383,规范,执法,环保
藏区,0.1381,规范,司法,社会
将会,0.138,秩序,司法,经济
集体,0.138,规范,执法,经济
本土,0.138,规范,立法,国际
投入,0.1379,规范,执法,科技
编,0.1379,规范,立法,科技
院校,0.1378,规范,司法,科技
持之以恒,0.1378,规范,守法,政治
率先,0.1377,秩序,执法,国际
走向,0.1376,规范,立法,经济
延伸,0.1376,规范,立法,环保
图景,0.1375,秩序,执法,科技
走进,0.1374,规范,司法,环保
稳疆,0.1374,规范,守法,科技
突破口,0.1374,规范,司法,科技
融合,0.1374,规范,立法,科技
基金,0.1374,规范,立法,环保
各项,0.1374,规范,司法,经济
奋力,0.1374,秩序,守法,科技
工作者,0.1373,规范,守法,科技
呈现,0.1373,秩序,立法,经济
未有,0.1372,秩序,司法,科技
艰苦,0.1372,秩序,执法,政治
比,0.1372,规范,执法,环保
越是,0.1371,秩序,执法,政治
完成,0.1371,规范,执法,科技
三大,0.1371,规范,司法,科技
清醒认识,0.1371,秩序,司法,政治
号召,0.137,规范,守法,科技
干部,0.137,规范,守法,政治
观,0.1369,秩序,守法,社会
字幕,0.1368,秩序,司法,社会
大局,0.1368,秩序,立法,政治
紧扣,0.1367,规范,立法,科技
皆,0.1367,规范,守法,社会
出,0.1366,规范,司法,科技
那些,0.1365,秩序,立法,科技
国有企业,0.1365,规范,守法,经济
吃,0.1364,规范,守法,环保
能否,0.1363,合法性,司法,社会
局限,0.1363,合法性,司法,社会
示范村,0.1362,规范,立法,环保
美,0.1362,秩序,执法,环保
举世瞩目,0.1362,秩序,立法,经济
访,0.1362,秩序,司法,国际
一时,0.1361,规范,执法,社会
期,0.136,秩序,立法,国际
当地,0.136,规范,执法,环保
感染力,0.1358,合法性,司法,政治
手记,0.1357,规范,执法,环保
浓厚,0.1357,规范,守法,社会
多地,0.1357,规范,执法,环保
创新型,0.1357,规范,守法,科技
办事,0.1357,规范,司法,社会
站,0.1356,秩序,执法,国际
陕西,0.1356,规范,司法,科技
故事会,0.1356,合法性,守法,环保
金融服务,0.1355,规范,司法,科技
关爱,0.1355,规范,守法,社会
一份,0.1354,规范,司法,经济
建设性,0.1354,秩序,立法,国际
变得,0.1354,秩序,执法,环保
土地,0.1353,合法性,执法,环保
宗旨,0.1352,秩序,司法,政治
荣誉,0.1352,规范,守法,科技
命运,0.1352,秩序,司法,国际
迈上,0.1352,规范,执法,经济
期货市场,0.1351,规范,立法,科技
进展,0.1351,规范,司法,经济
活跃,0.1351,秩序,执法,科技
港,0.1351,秩序,立法,国际
实际行动,0.135,秩序,司法,政治
在于,0.1349,合法性,守法,政治
电商,0.1349,规范,执法,经济
直播,0.1348,规范,执法,环保
广州,0.1348,规范,司法,科技
高速,0.1347,规范,执法,经济
不论,0.1347,秩序,守法,政治
令人,0.1346,秩序,执法,经济
宽,0.1346,规范,执法,环保
搞,0.1346,秩序,司法,政治
犹如,0.1345,秩序,执法,经济
栏目,0.1345,规范,司法,环保
村官,0.1345,规范,司法,科技
月底,0.1344,规范,执法,经济
预期,0.1344,规范,守法,经济
诱惑,0.1344,规范,守法,政治
内生,0.1344,规范,守法,经济
剧,0.1343,规范,立法,科技
精神家园,0.1343,规范,守法,经济
掌握,0.1342,规范,守法,科技
那么,0.1342,规范,执法,经济
湖南,0.1342,规范,司法,科技
促使,0.1341,规范,守法,社会
追赃,0.134,秩序,司法,政治
聚焦,0.134,规范,司法,科技
进,0.134,秩序,执法,环保
公认,0.1339,秩序,司法,国际
一百年,0.1338,规范,立法,政治
难题,0.1338,规范,司法,科技
老,0.1338,规范,司法,环保
提质,0.1337,规范,执法,经济
立德,0.1337,规范,守法,政治
困难群众,0.1337,规范,司法,社会
五项原则,0.1336,秩序,司法,国际
青岛,0.1335,规范,执法,国际
决胜,0.1335,秩序,司法,科技
机会,0.1334,秩序,司法,国际
主线,0.1333,规范,立法,经济
万多个,0.1333,规范,立法,环保
根植,0.1333,秩序,守法,社会
可,0.1332,规范,执法,环保
微,0.1331,规范,司法,经济
资金,0.133,规范,司法,环保
品德,0.133,规范,守法,政治
精心,0.133,规范,司法,科技
不让,0.133,秩序,司法,社会
增长,0.1329,秩序,司法,经济
集会,0.1329,合法性,立法,国际
大湾,0.1329,规范,司法,科技
巡视,0.1328,规范,执法,政治
奇迹,0.1328,秩序,司法,经济
两会,0.1327,秩序,立法,经济
密集,0.1326,规范,执法,科技
胜利,0.1325,秩序,司法,国际
论,0.1325,秩序,执法,政治
领航,0.1325,规范,立法,科技
各方,0.1325,秩序,执法,社会
打造,0.1325,规范,司法,科技
支柱,0.1324,秩序,立法,经济
技能,0.1324,规范,守法,科技
项目,0.1322,合法性,执法,环保
连,0.1322,秩序,司法,经济
腐败分子,0.1322,秩序,执法,政治
成本,0.1322,规范,执法,环保
人物,0.1321,秩序,立法,科技
付出,0.1321,秩序,守法,社会
首个,0.132,规范,司法,国际
履行义务,0.132,秩序,司法,社会
氛围,0.132,规范,守法,社会
表达,0.132,秩序,立法,社会
必,0.132,规范,守法,政治
走上,0.1319,规范,守法,经济
一个个,0.1319,规范,司法,科技
落地,0.1319,规范,立法,科技
好不好,0.1319,规范,执法,科技
显示,0.1318,规范,执法,经济
奋进,0.1318,秩序,守法,科技
看待,0.1317,秩序,守法,经济
经贸,0.1317,秩序,执法,经济
宣言,0.1316,秩序,立法,国际
我军,0.1316,规范,立法,政治
科学认识,0.1316,规范,立法,经济
亚洲,0.1314,秩序,立法,国际
行进,0.1314,秩序,执法,国际
天下,0.1314,秩序,守法,国际
行,0.1313,秩序,立法,经济
描绘,0.1313,规范,立法,科技
共同努力,0.1313,秩序,守法,经济
找到,0.1312,规范,司法,社会
无论,0.1312,秩序,司法,政治
稳固,0.1312,秩序,守法,经济
唯一,0.1311,合法性,司法,国际
试验区,0.1311,规范,立法,科技
巨大,0.131,秩序,执法,经济
发扬,0.131,秩序,守法,政治
比例,0.1309,规范,立法,环保
扎根,0.1308,秩序,司法,科技
罔顾,0.1308,合法性,执法,社会
你,0.1307,秩序,执法,科技
一路,0.1306,合法性,执法,国际
明辨是非,0.1306,合法性,守法,政治
宏伟蓝图,0.1306,合法性,立法,经济
双向,0.1305,规范,执法,国际
梦,0.1305,秩序,守法,科技
就业,0.1305,规范,立法,经济
步履,0.1305,秩序,司法,科技
彼此,0.1305,秩序,执法,国际
初中,0.1304,规范,执法,科技
越,0.1303,规范,执法,经济
路径,0.1302,规范,司法,经济
合理,0.1302,秩序,司法,社会
维护者,0.1301,秩序,守法,社会
倡议,0.1299,秩序,司法,国际
辨析,0.1299,规范,守法,经济
守护者,0.1298,秩序,执法,环保
师生,0.1298,秩序,司法,科技
骨干,0.1298,规范,守法,科技
耕地,0.1298,规范,执法,环保
职工,0.1297,规范,守法,环保
清,0.1297,规范,执法,环保
农民,0.1297,规范,守法,科技
快递,0.1297,规范,执法,经济
节约,0.1297,规范,守法,环保
江苏,0.1297,规范,执法,科技
合乎,0.1297,合法性,守法,社会
个人,0.1297,规范,司法,社会
复杂,0.1297,秩序,执法,国际
符合中国,0.1297,合法性,守法,国际
正是,0.1296,秩序,立法,科技
挺身而出,0.1296,秩序,守法,社会
精品,0.1296,规范,立法,科技
像,0.1295,规范,执法,环保
亲清,0.1295,规范,守法,经济
朋友,0.1295,秩序,执法,国际
美方,0.1295,合法性,执法,国际
要论,0.1292,秩序,守法,经济
处在,0.1292,秩序,司法,经济
制裁,0.1291,合法性,司法,政治
消费者,0.1291,规范,执法,环保
浪费,0.1291,规范,守法,环保
双,0.129,秩序,执法,国际
更大,0.129,秩序,立法,科技
生根,0.1289,规范,守法,环保
紧跟,0.1289,规范,立法,科技
富裕,0.1289,秩序,守法,经济
便利化,0.1288,规范,执法,国际
暴力犯罪,0.1288,秩序,司法,社会
意图,0.1287,合法性,立法,政治
中方,0.1286,秩序,司法,国际
保持,0.1286,秩序,执法,经济
迫切,0.1285,秩序,立法,科技
攻击,0.1285,合法性,执法,政治
方,0.1285,规范,立法,国际
展现,0.1284,秩序,执法,国际
新风,0.1284,规范,守法,环保
权力观,0.1284,规范,守法,政治
反而,0.1284,合法性,守法,经济
赴,0.1283,规范,执法,国际
有限公司,0.1282,规范,执法,科技
国际,0.1282,秩序,司法,国际
不变,0.1282,秩序,执法,科技
医生,0.1281,规范,执法,环保
向前,0.1281,秩序,立法,政治
给出,0.1281,合法性,司法,科技
大地,0.1281,秩序,执法,科技
上海,0.128,秩序,立法,国际
母亲河,0.128,规范,立法,环保
压舱,0.1279,秩序,守法,经济
协作,0.1279,秩序,执法,科技
安心,0.1279,规范,守法,环保
分子,0.1278,合法性,执法,科技
增添,0.1277,秩序,执法,经济
应对,0.1277,秩序,执法,国际
高级别,0.1277,合法性,执法,国际
而是,0.1277,秩序,执法,政治
迈向,0.1276,秩序,执法,经济
境外,0.1276,规范,执法,国际
人生,0.1275,规范,守法,社会
升级,0.1273,规范,执法,经济
巡讲,0.1272,规范,守法,社会
倾听,0.1272,秩序,立法,社会
广东,0.1272,规范,司法,科技
如此,0.1271,合法性,守法,社会
引发,0.127,合法性,执法,社会
稳,0.127,规范,守法,经济
战略思想,0.1269,合法性,立法,经济
时评,0.1269,规范,司法,社会
态势,0.1268,秩序,执法,经济
党建,0.1266,规范,司法,经济
产品,0.1266,规范,执法,环保
秉持,0.1266,秩序,司法,国际
指出,0.1265,秩序,司法,经济
角度看,0.1265,秩序,守法,社会
度,0.1265,规范,执法,国际
堤坝,0.1265,秩序,执法,政治
标注,0.1265,规范,执法,经济
心灵,0.1264,秩序,司法,政治
市场主体,0.1264,规范,守法,经济
恰恰,0.1264,合法性,司法,社会
跨境,0.1263,规范,执法,国际
话题,0.1263,规范,立法,国际
绿水青山,0.1262,秩序,守法,环保
互利,0.1262,秩序,立法,国际
达,0.1262,规范,执法,国际
争取,0.1261,规范,立法,国际
应尽,0.126,秩序,守法,社会
标志性,0.126,合法性,立法,科技
沿着,0.1259,秩序,立法,政治
发自内心,0.1259,秩序,守法,社会
发展壮大,0.1258,规范,司法,经济
陆军,0.1257,合法性,执法,政治
改,0.1257,规范,立法,环保
全党全国,0.1256,秩序,守法,政治
综合性,0.1255,规范,立法,科技
号,0.1255,合法性,立法,国际
根本任务,0.1255,规范,守法,政治
语境,0.1254,秩序,立法,经济
反之,0.1254,规范,守法,社会
硬,0.1253,规范,执法,科技
希望,0.1253,秩序,立法,科技
顺利实现,0.1253,合法性,立法,经济
点评,0.1253,规范,司法,科技
天,0.1252,秩序,执法,国际
所说,0.1252,秩序,执法,科技
谁,0.1252,合法性,执法,科技
重回,0.1251,秩序,司法,经济
经得起,0.1251,合法性,司法,政治
欢迎,0.1251,秩序,执法,国际
值得,0.125,秩序,立法,社会
着眼,0.125,秩序,立法,政治
集团,0.125,规范,执法,科技
人民军队,0.1249,秩序,立法,政治
近期,0.1249,规范,执法,经济
汇聚,0.1249,规范,司法,科技
互联网,0.1249,规范,司法,科技
优良,0.1248,规范,守法,环保
一座,0.1247,秩序,执法,环保
识别,0.1246,规范,执法,科技
培养,0.1246,规范,守法,科技
被动,0.1245,秩序,司法,社会
何以,0.1243,合法性,守法,社会
做起,0.1242,规范,守法,环保
效益,0.1242,规范,立法,经济
线下,0.1242,规范,司法,国际
期盼,0.1242,秩序,立法,社会
大局意识,0.1242,合法性,守法,政治
愿,0.1241,秩序,守法,国际
闹剧,0.1241,合法性,司法,社会
勇于,0.124,合法性,守法,政治
元素,0.1239,秩序,立法,环保
抗击,0.1239,秩序,司法,国际
焕发,0.1239,规范,守法,经济
放之四海而皆准,0.1239,合法性,立法,政治
业态,0.1238,规范,执法,经济
激活,0.1238,规范,司法,科技
阳光,0.1236,规范,执法,环保
党组织,0.1235,规范,守法,政治
最大,0.1234,秩序,司法,经济
紧密联系,0.1234,秩序,立法,政治
找,0.1233,规范,司法,环保
别国,0.1233,合法性,执法,国际
把握,0.1233,规范,立法,政治
智能化,0.1232,规范,执法,科技
无缝,0.1232,规范,司法,科技
感知,0.1232,规范,执法,环保
一件,0.1231,规范,司法,环保
培训班,0.1231,规范,执法,国际
周年,0.123,秩序,执法,国际
谈,0.123,规范,执法,科技
内政外交,0.123,合法性,立法,政治
崇高,0.123,秩序,守法,政治
纲领,0.1229,合法性,立法,政治
非公有制,0.1229,规范,守法,经济
重器,0.1228,秩序,守法,科技
今年以来,0.1228,规范,执法,经济
和平共处,0.1227,秩序,司法,国际
打,0.1227,秩序,执法,科技
需求,0.1226,规范,立法,科技
牵引,0.1226,规范,司法,科技
大会,0.1226,规范,立法,国际
解,0.1225,规范,司法,社会
焦点,0.1223,合法性,立法,环保
牢记,0.1222,规范,守法,政治
定位,0.1222,规范,执法,科技
底色,0.1221,秩序,司法,环保
只要,0.122,合法性,司法,科技
多,0.122,规范,执法,科技
小区,0.1219,规范,立法,环保
成都,0.1219,秩序,执法,国际
现实,0.1218,合法性,立法,社会
扭曲,0.1218,秩序,司法,政治
连续,0.1218,规范,执法,国际
抗疫,0.1218,秩序,立法,国际
驾驶,0.1218,规范,执法,环保
负担,0.1218,规范,司法,环保
经济带,0.1217,合法性,司法,经济
降低,0.1217,规范,执法,环保
建成,0.1216,规范,立法,科技
搞好,0.1216,规范,守法,科技
安徽,0.1216,规范,执法,科技
紧紧抓住,0.1215,合法性,立法,科技
医院,0.1214,规范,执法,科技
热议,0.1213,规范,司法,国际
庆祝,0.1213,秩序,执法,国际
初心,0.1213,秩序,守法,政治
受益者,0.1212,秩序,守法,经济
足音,0.1211,秩序,司法,科技
时刻,0.1211,秩序,司法,政治
答案,0.1211,合法性,执法,科技
新疆,0.1209,规范,司法,国际
各国,0.1209,秩序,司法,国际
纷纷,0.1207,规范,执法,环保
重大成果,0.1206,规范,司法,科技
共,0.1205,秩序,司法,国际
生活,0.1204,秩序,司法,环保
民营企业,0.1204,规范,守法,经济
跨越,0.1204,合法性,执法,科技
开拓,0.1201,规范,司法,经济
共赢,0.12,秩序,立法,国际
共同富裕,0.12,规范,守法,经济
队,0.12,合法性,执法,环保
一大批,0.1199,规范,守法,科技
普选,0.1199,合法性,立法,经济
车,0.1199,规范,执法,环保
共振,0.1198,合法性,立法,科技
共同利益,0.1198,秩序,执法,经济
取得,0.1197,秩序,司法,国际
年度,0.1197,规范,执法,国际
媒体,0.1197,合法性,司法,国际
医疗,0.1196,规范,执法,科技
党员干部,0.1196,规范,守法,政治
废弛,0.1195,规范,守法,科技
见解,0.1194,规范,司法,政治
生产力,0.1193,秩序,司法,科技
水准,0.1192,规范,执法,国际
多项,0.1191,规范,司法,科技
保障性,0.1191,规范,立法,经济
总,0.119,规范,立法,经济
指向,0.119,合法性,执法,政治
站位,0.119,合法性,执法,政治
推,0.119,规范,执法,环保
意愿,0.1189,合法性,立法,社会
帮扶,0.1189,规范,执法,科技
企业家,0.1188,规范,守法,经济
获得,0.1188,合法性,司法,国际
必将,0.1188,规范,守法,经济
两岸,0.1187,秩序,立法,国际
腐,0.1187,规范,守法,政治
志愿,0.1186,规范,司法,社会
脉动,0.1185,秩序,司法,科技
惠及,0.1185,秩序,立法,经济
共建,0.1185,秩序,司法,国际
寻找,0.1184,秩序,司法,科技
正如,0.1183,秩序,司法,社会
务实,0.1183,规范,立法,经济
拿出,0.1182,规范,执法,科技
转型,0.1181,规范,守法,经济
春天,0.1181,秩序,立法,科技
论坛,0.118,规范,司法,国际
优先,0.1179,秩序,司法,环保
惠民,0.1179,规范,执法,环保
注定,0.1178,秩序,司法,国际
医保,0.1177,规范,执法,科技
尽快恢复,0.1177,秩序,执法,经济
立体,0.1176,规范,执法,科技
理应,0.1176,秩序,守法,社会
共商,0.1176,秩序,司法,国际
无视,0.1175,合法性,执法,政治
二字,0.1175,规范,司法,政治
对抗,0.1175,合法性,执法,政治
相互促进,0.1174,规范,立法,经济
坚信,0.1174,秩序,守法,经济
热烈,0.1173,规范,司法,国际
标尺,0.1173,规范,守法,政治
事物,0.1172,规范,立法,经济
各族群众,0.1172,秩序,执法,社会
采访,0.1172,规范,司法,经济
心态,0.1171,规范,司法,政治
小时,0.1171,规范,执法,国际
水,0.1171,秩序,执法,环保
指标,0.117,规范,执法,科技
争做,0.117,规范,守法,科技
深思,0.117,规范,守法,社会
薄弱环节,0.117,规范,执法,科技
心中,0.1169,规范,守法,科技
爱心,0.1169,规范,守法,环保
开幕式,0.1168,秩序,执法,国际
树立,0.1167,规范,守法,政治
路线图,0.1167,规范,立法,经济
利益,0.1167,合法性,司法,政治
杭州,0.1167,秩序,执法,国际
县域,0.1166,规范,立法,经济
温暖,0.1166,秩序,司法,社会
关键词,0.1166,规范,执法,经济
城镇化,0.1165,规范,立法,经济
关键,0.1164,规范,司法,科技
制造,0.1163,秩序,执法,科技
大学生,0.1163,规范,司法,科技
平衡,0.1162,秩序,执法,经济
欧洲,0.1162,合法性,执法,国际
受益,0.1161,合法性,立法,经济
解决问题,0.1161,合法性,立法,政治
定,0.1161,规范,执法,科技
当下,0.1161,秩序,立法,社会
伟大工程,0.116,规范,守法,政治
湖北,0.116,规范,执法,科技
主旨,0.1159,秩序,执法,国际
稳定性,0.1159,秩序,执法,经济
为何,0.1159,规范,执法,科技
军营,0.1159,合法性,守法,社会
发力,0.1159,规范,守法,科技
对照,0.1159,规范,执法,政治
压力,0.1158,秩序,执法,经济
困扰,0.1158,规范,司法,经济
一线,0.1157,规范,执法,科技
传递,0.1157,秩序,司法,社会
快,0.1156,规范,执法,经济
考察,0.1156,合法性,立法,科技
板块,0.1156,规范,司法,科技
快车道,0.1155,规范,司法,经济
画卷,0.1154,秩序,执法,科技
广场,0.1154,秩序,执法,环保
投资,0.1153,规范,执法,经济
蓝皮书,0.1153,规范,司法,国际
经济运行,0.1152,秩序,立法,经济
周刊,0.1151,秩序,执法,经济
同比,0.1151,秩序,执法,经济
联合国,0.1151,秩序,司法,国际
治疆,0.115,合法性,守法,政治
幸福生活,0.115,秩序,守法,社会
新一轮,0.115,秩序,司法,科技
价格,0.115,规范,执法,经济
服务业,0.115,规范,司法,经济
不难,0.115,规范,守法,社会
全国工商联,0.1149,规范,守法,经济
民心,0.1149,秩序,司法,政治
起点,0.1148,秩序,立法,科技
法网,0.1148,规范,司法,国际
参加,0.1148,规范,立法,国际
本报记者,0.1147,规范,司法,经济
血脉,0.1145,秩序,司法,科技
链,0.1145,规范,司法,科技
近,0.1145,规范,司法,国际
过硬,0.1145,规范,守法,政治
场景,0.1145,规范,执法,科技
人人,0.1144,规范,守法,社会
聚,0.1143,秩序,立法,科技
基因,0.1141,规范,立法,科技
改造,0.1141,规范,立法,环保
奉行,0.114,秩序,司法,政治
奉献,0.114,秩序,守法,科技
前进方向,0.1139,秩序,立法,政治
节奏,0.1139,秩序,立法,科技
脚步,0.1139,秩序,立法,科技
累计,0.1138,规范,司法,国际
谋,0.1137,秩序,立法,科技
嘉宾,0.1137,规范,执法,国际
各族人民,0.1137,秩序,守法,政治
超市,0.1137,规范,执法,环保
提拔,0.1136,合法性,执法,政治
群体,0.1136,规范,守法,社会
一年,0.1135,秩序,立法,经济
家门口,0.1135,规范,司法,环保
信任,0.1132,合法性,执法,国际
下沉,0.1132,规范,执法,环保
努力,0.1131,秩序,司法,国际
党员,0.1129,规范,守法,政治
贸易,0.1127,秩序,司法,经济
只会,0.1126,合法性,司法,经济
约,0.1126,规范,司法,环保
享有,0.1126,秩序,守法,社会
别,0.1126,秩序,执法,政治
幸福,0.1125,规范,执法,社会
亚非,0.1124,秩序,立法,国际
先进,0.1124,规范,司法,科技
商业,0.1124,秩序,立法,经济
布局,0.1124,规范,立法,科技
两年,0.1123,规范,执法,环保
超过,0.1122,规范,司法,科技
视角,0.1121,合法性,司法,科技
能源,0.1121,秩序,立法,环保
紧迫,0.1121,秩序,立法,经济
攻坚,0.1121,规范,执法,科技
高端,0.1121,规范,执法,科技
表现,0.1121,规范,执法,政治
政客,0.112,合法性,执法,政治
造就,0.112,规范,守法,科技
依赖,0.112,规范,司法,环保
点赞,0.112,规范,执法,环保
变为,0.112,合法性,执法,科技
澳人治澳,0.112,合法性,守法,经济
相反,0.1119,合法性,执法,政治
社会制度,0.1119,秩序,执法,政治
人才,0.1119,规范,司法,科技
抓,0.1118,规范,执法,政治
跑,0.1118,规范,执法,科技
优美,0.1117,规范,执法,环保
缩影,0.1117,秩序,司法,经济
分类,0.1117,规范,执法,环保
思考,0.1115,合法性,立法,政治
各界,0.1115,秩序,立法,国际
堵点,0.1114,规范,司法,科技
自贸,0.1113,秩序,立法,经济
抓实,0.1113,规范,执法,政治
关心,0.1113,秩序,守法,社会
学,0.1112,规范,守法,政治
当前,0.1112,秩序,司法,经济
多一些,0.1111,规范,守法,社会
下功夫,0.111,规范,守法,政治
万人,0.111,规范,司法,社会
硬骨头,0.1109,规范,司法,科技
重庆,0.1108,规范,司法,科技
型,0.1108,规范,执法,经济
迈入,0.1107,规范,司法,科技
高校,0.1107,规范,司法,科技
高于,0.1106,规范,执法,经济
锻造,0.1106,规范,守法,政治
新台阶,0.1105,规范,立法,经济
想,0.1104,规范,守法,政治
树牢,0.1103,规范,守法,政治
阻击战,0.1102,秩序,立法,科技
板,0.1102,规范,立法,环保
转化成,0.11,规范,守法,环保
绘,0.11,秩序,执法,科技
别人,0.11,秩序,守法,科技
引擎,0.1099,合法性,立法,经济
举办,0.1099,规范,立法,国际
不愿,0.1099,合法性,司法,政治
名片,0.1098,秩序,执法,科技
走过,0.1097,秩序,执法,科技
信赖,0.1097,合法性,守法,政治
探讨,0.1096,规范,立法,国际
热情,0.1096,规范,守法,社会
城市,0.1096,规范,立法,环保
愿意,0.1094,合法性,守法,环保
最大化,0.1093,规范,司法,社会
长远,0.1092,合法性,立法,经济
突破,0.1092,规范,司法,科技
心声,0.1091,秩序,立法,社会
肯定,0.1088,秩序,立法,环保
深处,0.1087,秩序,司法,科技
开通,0.1086,规范,司法,国际
科学内涵,0.1085,规范,立法,政治
政论,0.1083,合法性,司法,科技
场,0.1083,规范,执法,国际
世界,0.1082,秩序,执法,国际
光芒,0.1081,秩序,司法,科技
先试,0.108,规范,立法,科技
势必,0.108,秩序,司法,经济
如期,0.108,秩序,司法,经济
企业,0.108,规范,守法,环保
省份,0.1079,规范,执法,环保
少数,0.1079,合法性,守法,政治
愿望,0.1078,秩序,立法,社会
前行,0.1078,秩序,执法,经济
量,0.1078,规范,执法,科技
成长,0.1078,规范,司法,科技
树,0.1077,规范,守法,环保
成就,0.1076,合法性,守法,科技
铁,0.1074,规范,执法,环保
投身,0.1073,规范,守法,科技
相同,0.1072,合法性,执法,社会
加速,0.1072,秩序,立法,科技
上行,0.1071,秩序,司法,经济
引领,0.107,规范,立法,科技
选择,0.107,合法性,执法,国际
实力,0.1069,合法性,执法,科技
亮丽,0.1069,秩序,执法,环保
一蹴而就,0.1068,规范,守法,社会
图书馆,0.1068,规范,立法,经济
今日,0.1068,秩序,司法,经济
关联,0.1067,规范,司法,经济
攻坚战,0.1067,秩序,司法,科技
砥砺,0.1067,秩序,守法,政治
亿万人民,0.1066,秩序,守法,社会
热潮,0.1066,规范,守法,科技
新知,0.1065,规范,守法,科技
线,0.1065,规范,执法,国际
新型,0.1064,规范,执法,科技
报道,0.1064,合法性,立法,国际
宣示,0.1063,秩序,立法,国际
关怀,0.1063,规范,司法,科技
几年,0.1062,规范,执法,环保
强不强,0.1061,合法性,守法,政治
文章,0.106,规范,司法,经济
主流,0.1059,秩序,立法,国际
恢复,0.1059,秩序,立法,经济
大胆,0.1059,合法性,立法,科技
考量,0.1057,合法性,守法,政治
担当,0.1057,秩序,守法,政治
阔步前进,0.1056,秩序,立法,科技
计,0.1055,秩序,立法,科技
本领,0.1055,规范,守法,政治
极端,0.1054,秩序,执法,经济
处于,0.1054,秩序,执法,经济
绝对,0.1052,秩序,执法,政治
笃行,0.1052,规范,守法,政治
当今,0.1052,秩序,守法,国际
能够,0.1051,规范,立法,经济
用力,0.105,规范,司法,政治
亮色,0.105,秩序,执法,环保
下降,0.1049,秩序,执法,经济
首届,0.1047,规范,执法,国际
欧盟,0.1047,合法性,执法,国际
必定,0.1047,秩序,守法,政治
资产,0.1046,规范,司法,经济
争端,0.1046,合法性,司法,国际
亿元,0.1046,规范,司法,经济
收入,0.1046,规范,立法,经济
过剩,0.1046,秩序,司法,经济
归根结底,0.1046,秩序,守法,科技
看,0.1044,秩序,执法,经济
摆脱,0.1043,秩序,司法,经济
三年,0.1042,规范,执法,科技
前沿,0.1042,规范,司法,科技
长三角,0.1041,规范,执法,科技
用权,0.1041,规范,守法,政治
永葆,0.1041,规范,守法,政治
吸引力,0.1041,合法性,执法,经济
无疑,0.1041,合法性,司法,经济
系列,0.104,规范,执法,科技
最高,0.1039,规范,司法,国际
迎接,0.1039,秩序,执法,科技
积,0.1037,秩序,守法,环保
航船,0.1036,秩序,立法,经济
战斗,0.1035,秩序,执法,政治
热爱,0.1034,秩序,守法,环保
化为,0.1033,秩序,守法,政治
污染,0.1032,规范,执法,环保
提振,0.1032,秩序,守法,经济
真,0.103,规范,司法,科技
灯塔,0.103,秩序,立法,科技
做实,0.1028,规范,司法,政治
唯有,0.1028,秩序,守法,科技
取决于,0.1028,合法性,执法,政治
南海,0.1028,秩序,执法,国际
垃圾,0.1028,规范,执法,环保
结构性,0.1026,规范,司法,经济
战略目标,0.1024,合法性,立法,科技
